Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
1154;infrastructure;UPC Wi-Free;92:5C:14:28:3F:33;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;12;0;0;0;0;0;;;Wed Nov 21 06:12:26 2018;Wed Nov 21 06:15:17 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1155;infrastructure;Telekom-325931;9C:6F:52:17:3E:CB;;1;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:15:14 2018;Wed Nov 21 06:15:14 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1156;infrastructure;Telekom-cl7Ejl;D8:D7:75:2E:1B:8C;;1;No;WPA2,AES-CCM,TKIP;No;270.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:12:31 2018;Wed Nov 21 06:15:19 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1157;infrastructure;DIGI-yB2q;24:44:27:F1:56:54;;1;No;WPA2,WPA,AES-CCM;No;65.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:12:26 2018;Wed Nov 21 06:15:18 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1158;infrastructure;Tenda;C8:3A:35:5E:20:28;;1;No;WPA,AES-CCM;No;270.0;0;25;0;0;0;0;0;;;Wed Nov 21 06:12:03 2018;Wed Nov 21 06:15:06 2018;-72;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1159;infrastructure;UPC8EB541A;54:67:51:A1:85:EC;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;63;0;0;0;0;0;;;Wed Nov 21 06:11:53 2018;Wed Nov 21 06:15:05 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1160;infrastructure;Cezar;04:8D:38:32:C3:E7;;9;No;WPA2,AES-CCM,TKIP;No;270.0;0;46;0;0;0;0;0;;;Wed Nov 21 06:12:03 2018;Wed Nov 21 06:15:04 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1161;infrastructure;UPC0904995;38:43:7D:BC:2F:FD;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;29;0;0;0;0;0;;;Wed Nov 21 06:12:05 2018;Wed Nov 21 06:15:05 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1162;infrastructure;ISJ Timis Intern;04:DA:D2:8B:77:70;;6;No;WPA2,AES-CCM;No;130.0;0;37;0;1;0;0;1;;;Wed Nov 21 06:12:06 2018;Wed Nov 21 06:15:05 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1163;infrastructure;UPC Wi-Free;92:5C:14:4F:18:77;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;23;0;0;0;0;0;;;Wed Nov 21 06:12:02 2018;Wed Nov 21 06:15:07 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1164;infrastructure;UPC81F99E6;90:5C:44:4F:18:77;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;27;0;0;0;0;0;;;Wed Nov 21 06:12:06 2018;Wed Nov 21 06:15:06 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1165;infrastructure;ISG;50:C7:BF:B6:2A:E0;;6;No;WPA2,AES-CCM;No;405.0;0;33;0;0;0;0;0;;;Wed Nov 21 06:12:06 2018;Wed Nov 21 06:15:05 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1166;infrastructure;UPC447A327;54:67:51:77:CB:05;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:15:01 2018;Wed Nov 21 06:15:05 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1167;infrastructure;ISJ 6;A4:2B:B0:FB:3E:94;;7;No;WPA2,WPA,AES-CCM,TKIP;No;405.0;0;19;0;0;0;0;0;;;Wed Nov 21 06:12:03 2018;Wed Nov 21 06:15:02 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1168;infrastructure;UPC Wi-Free;56:67:11:A1:85:EC;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;71;0;0;0;0;0;;;Wed Nov 21 06:11:57 2018;Wed Nov 21 06:15:05 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1169;infrastructure;UPC Wi-Free;56:67:11:77:CB:05;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:15:05 2018;Wed Nov 21 06:15:05 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1170;infrastructure;Orange-KEPq;F0:2F:A7:1E:05:B8;;1;No;WPA2,AES-CCM;No;130.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:12:12 2018;Wed Nov 21 06:15:06 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1171;infrastructure;Genisoft_02;C0:C1:C0:F4:9A:BF;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;10;0;0;0;0;0;;;Wed Nov 21 06:14:28 2018;Wed Nov 21 06:15:05 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1172;infrastructure;UTH - Ubiquiti;80:2A:A8:84:35:CE;;1;No;WPA2,AES-CCM;No;195.0;0;27;0;0;0;0;0;;;Wed Nov 21 06:11:47 2018;Wed Nov 21 06:14:50 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1173;infrastructure;UPC6DBF11B;AC:22:05:B1:D4:BC;;11;No;WPA2,AES-CCM,TKIP;No;270.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:14:48 2018;Wed Nov 21 06:14:50 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1174;infrastructure;UPC Wi-Free;AE:22:15:B1:D4:BC;;11;No;WPA2,AES-CCM,TKIP;No;270.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:11:53 2018;Wed Nov 21 06:14:52 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1175;infrastructure;Telekom-093012;94:4A:0C:39:34:BC;;1;No;WPA2,AES-CCM;No;130.0;0;2;0;2;0;0;2;;;Wed Nov 21 06:14:49 2018;Wed Nov 21 06:14:50 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1176;infrastructure;Hol.b;FA:8F:CA:8E:28:65;;6;No;OPN,None;No;65.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:12:06 2018;Wed Nov 21 06:14:54 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1177;infrastructure;HUAWEI-3JJU;3C:F8:08:62:50:3C;;6;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;10;0;0;0;0;0;;;Wed Nov 21 06:10:44 2018;Wed Nov 21 06:14:53 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1178;infrastructure;ACSAtrafic;CC:2D:E0:39:7F:C7;;3;No;WPA2,WPA,AES-CCM;No;270.0;0;16;0;0;0;0;0;;;Wed Nov 21 06:10:50 2018;Wed Nov 21 06:14:51 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1179;infrastructure;GIGINSSON;74:DA:DA:44:CA:46;;2;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:12:15 2018;Wed Nov 21 06:14:54 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1180;infrastructure;UPC8673018;38:43:7D:E2:20:FF;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:14:25 2018;Wed Nov 21 06:14:29 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1181;infrastructure;UPCB8DC9A2;DC:53:7C:F2:E5:EA;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:14:24 2018;Wed Nov 21 06:14:28 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1182;infrastructure;UPC Wi-Free;DE:53:1C:F2:E5:EA;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:14:28 2018;Wed Nov 21 06:14:28 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1183;infrastructure;UPC Wi-Free;3A:43:1D:E2:20:FF;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:14:25 2018;Wed Nov 21 06:14:29 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1184;infrastructure;UPT-eduroam;24:DE:C6:7C:CB:60;;1;No;WPA2,AES-CCM;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:14:29 2018;Wed Nov 21 06:14:29 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1185;infrastructure;Telekom-3D9eWm;34:6B:46:7D:B6:9F;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;10;0;0;0;0;0;;;Wed Nov 21 06:14:09 2018;Wed Nov 21 06:14:14 2018;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1186;infrastructure;UPC0537189;64:7C:34:9E:6A:2D;;11;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;13;0;0;0;0;0;;;Wed Nov 21 06:14:08 2018;Wed Nov 21 06:14:16 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1187;infrastructure;UPC Wi-Free;06:7C:34:9E:6A:2D;;11;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;17;0;0;0;0;0;;;Wed Nov 21 06:14:07 2018;Wed Nov 21 06:14:16 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1188;infrastructure;ASOC TIMIS #Presa;8A:8A:20:B4:8D:0E;;11;No;WPA2,AES-CCM;No;130.0;0;29;0;0;0;0;0;;;Wed Nov 21 06:13:59 2018;Wed Nov 21 06:14:19 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1189;infrastructure;HUAWEI-cHcG;2C:CF:58:9E:03:E4;;2;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:12:27 2018;Wed Nov 21 06:14:18 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1190;infrastructure;Tzutzu_2;AE:22:35:CB:38:7A;;1;No;WPA2,AES-CCM;No;130.0;0;11;0;0;0;0;0;;;Wed Nov 21 06:14:00 2018;Wed Nov 21 06:14:05 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1191;infrastructure;Tzutzu;AC:22:05:CB:38:7A;;1;No;WPA2,AES-CCM;No;130.0;0;10;0;0;0;0;0;;;Wed Nov 21 06:14:00 2018;Wed Nov 21 06:14:06 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1192;infrastructure;HUAWEI-XSS7;2C:CF:58:98:C1:40;;2;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;27;0;0;0;0;0;;;Wed Nov 21 06:13:45 2018;Wed Nov 21 06:14:02 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1193;infrastructure;etaj 1;2C:B0:5D:24:01:B6;;1;No;WPA2,AES-CCM;No;54.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:12:39 2018;Wed Nov 21 06:12:39 2018;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1194;infrastructure;HUAWEI-xmMT;90:17:AC:5A:60:6C;;9;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:12:16 2018;Wed Nov 21 06:12:16 2018;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1195;infrastructure;PMT;A4:6C:2A:37:DC:F1;;6;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:11:57 2018;Wed Nov 21 06:12:02 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1196;infrastructure;PMT;B0:AA:77:72:6C:71;;1;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:11:54 2018;Wed Nov 21 06:11:54 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1197;infrastructure;TP-LINK;00:14:78:C1:99:FE;;6;No;OPN,None;No;54.0;0;14;0;0;0;0;0;;;Wed Nov 21 06:10:44 2018;Wed Nov 21 06:11:53 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1198;infrastructure;PMT;84:B8:02:5D:57:01;;6;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:11:53 2018;Wed Nov 21 06:11:54 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1199;infrastructure;Sweex LW050v2;00:16:0A:24:46:2A;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;42;0;0;0;0;0;;;Wed Nov 21 06:10:36 2018;Wed Nov 21 06:11:41 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1200;infrastructure;INTERN;46:D9:E7:BD:29:44;;6;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;11;0;0;0;0;0;;;Wed Nov 21 06:11:29 2018;Wed Nov 21 06:11:41 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1201;infrastructure;BERARESCU TERASA;F0:99:BF:05:7C:28;;11;No;OPN,None;No;195.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:11:41 2018;Wed Nov 21 06:11:41 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1202;infrastructure;B714;00:1F:CF:11:7F:56;;6;No;WEP;No;54.0;0;15;0;0;0;0;0;;;Wed Nov 21 06:10:40 2018;Wed Nov 21 06:11:29 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1203;infrastructure;Boris;C8:3A:35:0C:C3:78;;3;No;WPA2,AES-CCM;No;270.0;0;44;0;0;0;0;0;;;Wed Nov 21 06:10:01 2018;Wed Nov 21 06:11:31 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1204;infrastructure;airlive;00:4F:81:01:79:62;;11;No;WPA2,AES-CCM;No;270.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:10:36 2018;Wed Nov 21 06:11:16 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1205;infrastructure;Interoptik Shops;F4:F2:6D:D8:09:58;;4;No;WPA2,AES-CCM;No;270.0;0;1;0;0;0;0;0;;;Wed Nov 21 06:10:31 2018;Wed Nov 21 06:11:16 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1206;infrastructure;tp link Victoriei;FC:75:16:79:16:39;;13;No;WPA2,AES-CCM;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:10:53 2018;Wed Nov 21 06:11:02 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1207;infrastructure;Arte;78:F5:FD:C1:01:07;;3;No;WPA2,WPA,AES-CCM;No;130.0;0;9;0;1;0;0;1;;;Wed Nov 21 06:10:30 2018;Wed Nov 21 06:11:07 2018;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1208;infrastructure;BanatSF;00:60:B3:22:71:22;;4;No;OPN,None;No;11.0;0;2;0;1;0;0;1;;;Wed Nov 21 06:10:55 2018;Wed Nov 21 06:11:03 2018;-90;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1209;infrastructure;Telekom-UmjEIS;34:6B:46:7A:BF:5F;;9;No;WPA2,AES-CCM,TKIP;No;130.0;0;6;0;1;0;0;1;;;Wed Nov 21 06:10:38 2018;Wed Nov 21 06:10:51 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1210;infrastructure;HUAWEI-xUFe;2C:CF:58:98:C1:88;;4;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;16;0;0;0;0;0;;;Wed Nov 21 06:10:31 2018;Wed Nov 21 06:10:39 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1211;infrastructure;Orange-Kfv9;24:BC:F8:DC:26:D8;;8;No;WPA2,AES-CCM;No;130.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:10:34 2018;Wed Nov 21 06:10:42 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1212;infrastructure;HUAWEI-X5cA;C4:47:3F:34:19:98;;2;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;17;0;0;0;0;0;;;Wed Nov 21 06:10:25 2018;Wed Nov 21 06:10:42 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1213;infrastructure;AirWifi;F8:1A:67:3A:5F:9E;;6;No;WPA2,WPA,AES-CCM;No;135.0;0;1;0;0;0;0;0;;;Wed Nov 21 06:10:40 2018;Wed Nov 21 06:10:40 2018;-91;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1214;infrastructure;ACSPOLI;64:70:02:9E:FB:4C;;4;No;WPA2,AES-CCM,TKIP;No;270.0;0;71;0;0;0;0;0;;;Wed Nov 21 06:09:54 2018;Wed Nov 21 06:10:27 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1215;infrastructure;ROTPIA-2DS1;40:16:7E:5B:E7:D8;;1;No;WPA2,AES-CCM;No;195.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:10:28 2018;Wed Nov 21 06:10:30 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1216;infrastructure;HUAWEI-B310-E1D8;F0:C8:50:65:E1:D8;;11;No;WPA2,AES-CCM;No;130.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:10:03 2018;Wed Nov 21 06:10:28 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1217;infrastructure;HUAWEI-YxX3;2C:CF:58:98:85:C4;;5;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;1;0;0;0;0;0;;;Wed Nov 21 06:10:27 2018;Wed Nov 21 06:10:31 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1218;infrastructure;HUAWEI-vsqq;68:A8:28:82:77:24;;6;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:10:24 2018;Wed Nov 21 06:10:31 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1219;infrastructure;ZyXEL;50:67:F0:52:F1:CC;;12;No;WPA2,AES-CCM;No;130.0;0;41;0;0;0;0;0;;;Wed Nov 21 06:09:56 2018;Wed Nov 21 06:10:28 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1220;infrastructure;HUAWEI-6yqN;68:CC:6E:F0:7B:A8;;8;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:10:30 2018;Wed Nov 21 06:10:30 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1221;infrastructure;Clicknet-972A;70:72:3C:09:97:33;;8;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:10:30 2018;Wed Nov 21 06:10:30 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1222;infrastructure;DIMY;10:FE:ED:E6:4E:C1;;11;No;WPA2,AES-CCM;No;270.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:10:23 2018;Wed Nov 21 06:10:28 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1223;infrastructure;The WU;98:DE:D0:F1:30:66;;1;No;WPA2,AES-CCM;No;270.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:10:28 2018;Wed Nov 21 06:10:28 2018;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1224;infrastructure;Nelusec;E8:65:D4:74:59:91;;2;No;WPA2,AES-CCM,TKIP;No;130.0;0;19;0;0;0;0;0;;;Wed Nov 21 06:09:53 2018;Wed Nov 21 06:10:17 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1225;infrastructure;Tenda_108550;C8:3A:35:10:85:50;;10;No;WPA,AES-CCM;No;135.0;0;19;0;0;0;0;0;;;Wed Nov 21 06:09:46 2018;Wed Nov 21 06:10:19 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1226;infrastructure;HP84B836;02:2C:4C:7C:92:77;;10;No;OPN,None;No;11.0;0;17;0;0;0;0;0;;;Wed Nov 21 06:09:45 2018;Wed Nov 21 06:09:55 2018;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1227;infrastructure;dlink;28:10:7B:CE:2D:1E;;1;No;WPA2,AES-CCM,TKIP;No;65.0;0;12;0;0;0;0;0;;;Wed Nov 21 06:09:39 2018;Wed Nov 21 06:09:53 2018;-75;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
