Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
1081;infrastructure;UPC Wi-Free;DE:53:1C:E0:23:2D;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:15:53 2018;Wed Nov 21 06:15:54 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1082;infrastructure;UPC5341892;DC:53:7C:E0:23:2D;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:15:53 2018;Wed Nov 21 06:15:54 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1083;infrastructure;UPC Wi-Free;AE:22:15:C4:EC:C7;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;124;0;0;0;0;0;;;Wed Nov 21 06:12:46 2018;Wed Nov 21 06:15:50 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1084;infrastructure;Barber Shop;04:8D:38:13:1C:FB;;8;No;WPA2,AES-CCM,TKIP;No;270.0;0;55;0;0;0;0;0;;;Wed Nov 21 06:12:47 2018;Wed Nov 21 06:15:52 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1085;infrastructure;HUAWEI-xtjA;74:9D:8F:0E:4B:BC;;1;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;35;0;0;0;0;0;;;Wed Nov 21 06:12:55 2018;Wed Nov 21 06:15:51 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1086;infrastructure;UPCF9C918A;AC:22:05:85:CD:1F;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;15;0;0;0;0;0;;;Wed Nov 21 06:13:27 2018;Wed Nov 21 06:15:54 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1087;infrastructure;Adela;A0:F3:C1:54:A6:DE;;6;No;WPA2,AES-CCM;No;135.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:15:46 2018;Wed Nov 21 06:15:50 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1088;infrastructure;UPC269112;70:71:BC:26:FB:EC;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;23;0;0;0;0;0;;;Wed Nov 21 06:12:55 2018;Wed Nov 21 06:15:51 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1089;infrastructure;;FA:8F:CA:3A:59:D7;;6;No;OPN,None;No;65.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:15:50 2018;Wed Nov 21 06:15:52 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1090;infrastructure;Telekom-7qg1Go;F4:6B:EF:7C:7A:C4;;13;No;WPA2,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:15:54 2018;Wed Nov 21 06:15:55 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1091;infrastructure;HUAWEI-84xN;18:C5:8A:A0:AE:1C;;3;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;15;0;0;0;0;0;;;Wed Nov 21 06:13:09 2018;Wed Nov 21 06:15:52 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1092;infrastructure;Tomakko2 ;70:3A:CB:83:FD:31;;6;No;WPA2,AES-CCM;No;130.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:15:50 2018;Wed Nov 21 06:15:54 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1093;infrastructure;Telekom-1GT6NO;B8:EE:0E:5C:AE:45;;13;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;1;0;0;1;;;Wed Nov 21 06:15:51 2018;Wed Nov 21 06:15:55 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1094;infrastructure;UPC Wi-Free;92:5C:14:7D:8B:26;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:15:54 2018;Wed Nov 21 06:15:54 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1095;infrastructure;UPC95A6528;DC:53:7C:C6:B8:C0;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:15:53 2018;Wed Nov 21 06:15:54 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1096;infrastructure;UPC0048484;80:C6:AB:1B:08:DD;;6;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:15:51 2018;Wed Nov 21 06:15:54 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1097;infrastructure;DIGI-24-30A957;80:8C:97:30:A9:57;;1;No;WPA2,AES-CCM;No;130.0;0;14;0;0;0;0;0;;;Wed Nov 21 06:12:47 2018;Wed Nov 21 06:15:52 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1098;infrastructure;UPC Wi-Free;82:C6:AB:1B:08:DF;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:15:51 2018;Wed Nov 21 06:15:54 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1099;infrastructure;Telekom-UIaGOP;B8:EE:0E:5C:43:95;;13;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:15:55 2018;Wed Nov 21 06:15:55 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1100;infrastructure;UPC Wi-Free;3A:43:1D:5D:85:BD;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;1;0;0;0;0;0;;;Wed Nov 21 06:15:50 2018;Wed Nov 21 06:15:50 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1101;infrastructure;DLINK BIA;00:24:01:B7:44:55;;6;No;WPA2,AES-CCM;No;54.0;0;30;0;26;0;0;26;;;Wed Nov 21 06:12:54 2018;Wed Nov 21 06:15:50 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1102;infrastructure;HUAWEI-gde6;F8:E8:11:3A:F1:44;;2;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:15:52 2018;Wed Nov 21 06:15:52 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1103;infrastructure;HUAWEI-5U2x;F8:98:B9:ED:3A:00;;3;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;5;0;0;0;0;0;;;Wed Nov 21 06:15:48 2018;Wed Nov 21 06:15:53 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1104;infrastructure;HUAWEI-dXRP;F8:E8:11:3A:F1:D0;;4;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:15:50 2018;Wed Nov 21 06:15:52 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1105;infrastructure;RomTelecom-WEP-FB36;72:1D:67:66:FB:34;;7;No;WEP;No;270.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:13:36 2018;Wed Nov 21 06:15:52 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1106;infrastructure;HUAWEI-Tjt7;2C:CF:58:98:51:88;;1;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:15:51 2018;Wed Nov 21 06:15:51 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1107;infrastructure;UPC4823260;38:43:7D:5D:85:BD;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;1;0;0;0;0;0;;;Wed Nov 21 06:15:50 2018;Wed Nov 21 06:15:50 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1108;infrastructure;RomTelecom-WPA-FB36;72:1D:67:66:FB:35;;7;No;WPA2,AES-CCM;No;270.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:13:20 2018;Wed Nov 21 06:15:51 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1109;infrastructure;CDL32-24;80:8C:97:13:02:6A;;6;No;WPA2,AES-CCM;No;270.0;0;4;0;0;0;0;0;;;Wed Nov 21 06:13:23 2018;Wed Nov 21 06:15:50 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1110;infrastructure;HUAWEI-pBCE;68:A8:28:82:75:F8;;2;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;58;0;0;0;0;0;;;Wed Nov 21 06:12:36 2018;Wed Nov 21 06:15:39 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1111;infrastructure;UPC64A26D9;90:5C:44:2D:FA:73;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;110;0;0;0;0;0;;;Wed Nov 21 06:12:42 2018;Wed Nov 21 06:15:42 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1112;infrastructure;UPC Wi-Free;92:5C:14:2D:FA:73;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;114;0;0;0;0;0;;;Wed Nov 21 06:12:42 2018;Wed Nov 21 06:15:43 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1113;infrastructure;HUAWEI-xxQu;90:17:AC:71:4E:58;;5;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:12:50 2018;Wed Nov 21 06:15:41 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1114;infrastructure;HUAWEI-a7Sf;88:CF:98:70:19:D8;;1;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;48;0;0;0;0;0;;;Wed Nov 21 06:12:47 2018;Wed Nov 21 06:15:42 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1115;infrastructure;Ionelas;C4:6E:1F:D0:9C:8A;;10;No;WPA2,AES-CCM;No;270.0;0;19;0;0;0;0;0;;;Wed Nov 21 06:12:45 2018;Wed Nov 21 06:15:41 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1116;infrastructure;HUAWEI-B310-6099;24:DF:6A:0A:60:99;;3;No;WPA2,AES-CCM;No;130.0;0;18;0;0;0;0;0;;;Wed Nov 21 06:12:45 2018;Wed Nov 21 06:15:40 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1117;infrastructure;PAUL;14:CC:20:63:20:22;;2;No;WPA2,WPA,AES-CCM;No;270.0;0;38;0;0;0;0;0;;;Wed Nov 21 06:12:48 2018;Wed Nov 21 06:15:39 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1118;infrastructure;HUAWEI-5uBs;30:D1:7E:6E:56:1C;;1;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;21;0;0;0;0;0;;;Wed Nov 21 06:12:48 2018;Wed Nov 21 06:15:40 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1119;infrastructure;Darkazanli;34:2C:C4:0B:6A:E8;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;30;0;0;0;0;0;;;Wed Nov 21 06:12:46 2018;Wed Nov 21 06:15:42 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1120;infrastructure;HUAWEI-X4mT;18:C5:8A:9A:45:90;;11;No;WPA2,WPA,AES-CCM,TKIP;No;65.0;0;42;0;0;0;0;0;;;Wed Nov 21 06:12:38 2018;Wed Nov 21 06:15:42 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1121;infrastructure;DigiNetgear;00:26:F2:C8:BE:C6;;1;No;WPA2,AES-CCM;No;54.0;0;32;0;0;0;0;0;;;Wed Nov 21 06:12:35 2018;Wed Nov 21 06:15:38 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1122;infrastructure;UPC2E4C1CA;90:5C:44:F6:70:97;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;1;0;0;0;0;0;;;Wed Nov 21 06:15:35 2018;Wed Nov 21 06:15:38 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1123;infrastructure;UPC Wi-Free;AE:22:15:28:51:4C;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;31;0;0;0;0;0;;;Wed Nov 21 06:12:50 2018;Wed Nov 21 06:15:42 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1124;infrastructure;sa_ghe_1;60:E3:27:FB:47:3A;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;16;0;0;0;0;0;;;Wed Nov 21 06:12:50 2018;Wed Nov 21 06:15:41 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1125;infrastructure;UPC191859;E8:40:F2:45:79:7A;;11;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:12:55 2018;Wed Nov 21 06:15:42 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1126;infrastructure;HUAWEI-3Gv4;F8:98:B9:6E:5B:98;;1;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;23;0;0;0;0;0;;;Wed Nov 21 06:12:53 2018;Wed Nov 21 06:15:42 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1127;infrastructure;UPC Wi-Free;EA:40:F2:45:79:7C;;11;No;WPA2,AES-CCM;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:12:55 2018;Wed Nov 21 06:15:42 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1128;infrastructure;UPC3A91CEB;38:43:7D:0F:06:BE;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;13;0;0;0;0;0;;;Wed Nov 21 06:12:34 2018;Wed Nov 21 06:15:30 2018;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1129;infrastructure;ASOC TIMIS #Presa;8A:8A:20:B4:8D:40;;11;No;WPA2,AES-CCM;No;130.0;0;33;0;0;0;0;0;;;Wed Nov 21 06:13:47 2018;Wed Nov 21 06:15:28 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1130;infrastructure;TP-LINK_67EC;7C:8B:CA:28:67:EC;;2;No;WPA2,AES-CCM;No;270.0;0;10;0;0;0;0;0;;;Wed Nov 21 06:12:40 2018;Wed Nov 21 06:15:28 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1131;infrastructure;ASOC TIMIS #Guest;78:8A:20:B4:8D:40;;11;No;OPN,None;No;130.0;0;42;0;0;0;0;0;;;Wed Nov 21 06:12:38 2018;Wed Nov 21 06:15:29 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1132;infrastructure;UPCEC39AAE;AC:22:05:A7:09:7D;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;22;0;0;0;0;0;;;Wed Nov 21 06:12:22 2018;Wed Nov 21 06:15:26 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1133;infrastructure;dlink-C858;70:62:B8:6D:C8:58;;1;No;WPA2,AES-CCM;No;130.0;0;18;0;0;0;0;0;;;Wed Nov 21 06:12:31 2018;Wed Nov 21 06:15:26 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1134;infrastructure;UPC8DD8EF3;AC:22:05:A6:A3:27;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:12:38 2018;Wed Nov 21 06:15:29 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1135;infrastructure;ASOC TIMIS #Private;7A:8A:20:B4:8D:40;;11;No;WPA2,TKIP;No;54.0;0;43;0;0;0;0;0;;;Wed Nov 21 06:12:38 2018;Wed Nov 21 06:15:29 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1136;infrastructure;UPC Wi-Free;AE:22:15:A6:A3:27;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:12:37 2018;Wed Nov 21 06:15:29 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1137;infrastructure;Maria;C8:BE:19:B0:56:CC;;11;No;WPA2,AES-CCM,TKIP;No;130.0;0;2;0;0;0;0;0;;;Wed Nov 21 06:15:29 2018;Wed Nov 21 06:15:29 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1138;infrastructure;Arhiepiscopia Timisoarei (3);64:70:02:FD:6D:D1;;11;No;WPA2,WPA,AES-CCM;No;270.0;0;15;0;0;0;0;0;;;Wed Nov 21 06:12:21 2018;Wed Nov 21 06:15:17 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1139;infrastructure;UPC Wi-Free;92:5C:14:4F:26:16;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;14;0;0;0;0;0;;;Wed Nov 21 06:12:30 2018;Wed Nov 21 06:15:17 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1140;infrastructure;IH-STAFF-D;E8:94:F6:FB:50:A7;;9;No;WPA2,WPA,AES-CCM,TKIP;No;270.0;0;13;0;0;0;0;0;;;Wed Nov 21 06:12:28 2018;Wed Nov 21 06:15:17 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1141;infrastructure;UPC1392524;44:32:C8:A3:21:38;;1;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;7;0;0;0;0;0;;;Wed Nov 21 06:12:27 2018;Wed Nov 21 06:15:19 2018;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1142;infrastructure;UPC8172203;38:43:7D:65:29:A0;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;9;0;0;0;0;0;;;Wed Nov 21 06:12:27 2018;Wed Nov 21 06:15:14 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1143;infrastructure;UPC225C15B;90:5C:44:4F:26:16;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;11;0;0;0;0;0;;;Wed Nov 21 06:14:16 2018;Wed Nov 21 06:15:17 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1144;infrastructure;UPC Wi-Free;46:32:C8:A3:21:3A;;1;No;WPA2,AES-CCM,TKIP;No;130.0;0;6;0;0;0;0;0;;;Wed Nov 21 06:12:31 2018;Wed Nov 21 06:15:19 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1145;infrastructure;;00:18:25:06:D4:7A;;1;No;WPA2,AES-CCM;No;130.0;0;109;0;0;0;0;0;;;Wed Nov 21 06:10:37 2018;Wed Nov 21 06:15:14 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1146;infrastructure;HUAWEI-HfkB;30:D1:7E:6E:7E:60;;1;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:12:27 2018;Wed Nov 21 06:15:14 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1147;infrastructure;HUAWEI-Qp7p;04:BD:70:9B:92:40;;4;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;60;0;0;0;0;0;;;Wed Nov 21 06:12:12 2018;Wed Nov 21 06:15:19 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1148;infrastructure;Arhiepiscopia Timisoarei;64:70:02:F9:18:14;;6;No;WPA2,AES-CCM;No;130.0;0;14;0;0;0;0;0;;;Wed Nov 21 06:12:21 2018;Wed Nov 21 06:15:14 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1149;infrastructure;HUAWEI-a8bS;F8:E8:11:3A:81:B4;;2;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;9;0;0;0;0;0;;;Wed Nov 21 06:12:27 2018;Wed Nov 21 06:15:16 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1150;infrastructure;UPC Wi-Free;92:5C:14:2D:F4:6F;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;3;0;0;0;0;0;;;Wed Nov 21 06:12:26 2018;Wed Nov 21 06:15:17 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1151;infrastructure;NTGR-2.4G_t;2C:56:DC:55:B7:10;;1;No;WPA2,AES-CCM;No;260.0;0;44;0;12;0;0;12;;;Wed Nov 21 06:12:10 2018;Wed Nov 21 06:15:18 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1152;infrastructure;HUAWEI-yPuJ;F8:98:B9:6E:5E:54;;2;No;WPA2,WPA,AES-CCM,TKIP;No;130.0;0;8;0;0;0;0;0;;;Wed Nov 21 06:12:20 2018;Wed Nov 21 06:15:15 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
1153;infrastructure;UPCAA2F9E3;90:5C:44:28:3F:33;;6;No;WPA2,AES-CCM,TKIP;No;130.0;0;13;0;0;0;0;0;;;Wed Nov 21 06:12:26 2018;Wed Nov 21 06:15:18 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
